Timestamp,Pressure (hPa),Temperature (°C),Altitude (m),Accel_X (m/s²),Accel_Y (m/s²),Accel_Z (m/s²),Gyro_X (°/s),Gyro_Y (°/s),Gyro_Z (°/s),Mag_X (µT),Mag_Y (µT),Mag_Z (µT),GPS_Latitude,GPS_Longitude,GPS_Altitude (m)
2025-04-05 13:19:16,994.2814329444773,42.48405396468996,1.599677682552535,9.907206469726562,-0.39743747558593745,-0.1484405029296875,-0.01119142451908397,0.007194487190839696,-0.007194487190839696,-37.199999999999996,11.1,-24.75,0.0,0.0,0.0
2025-04-05 13:19:17,994.2845314032643,42.48852923535925,1.5733904307491553,9.892841259765625,-0.39264907226562495,-0.062249243164062495,-0.010125574564885496,0.003730474839694657,-0.0130566619389313,-36.6,9.75,-25.349999999999998,0.0,0.0,0.0
2025-04-05 13:19:18,994.2956700348591,42.49076687069389,1.478891088894424,9.890447058105469,-0.35673604736328124,-0.01915361328125,-0.01279019945038168,0.0034640123511450386,-0.007194487190839696,-37.199999999999996,12.75,-24.75,0.0,0.0,0.0
2025-04-05 13:19:19,994.2955927739945,42.48517278235728,1.4795465615064918,9.861716638183593,-0.32082302246093747,-0.1580173095703125,-0.012523736961832063,0.004529862305343512,-0.00799387465648855,-37.199999999999996,11.549999999999999,-24.45,0.0,0.0,0.0
2025-04-05 13:19:20,994.2979952966042,42.482655442605804,1.4591638451962308,9.873687646484374,-0.40462008056640625,-0.08858546142578125,-0.010658499541984735,-0.002398162396946565,-0.01119142451908397,-37.949999999999996,11.85,-24.0,0.0,0.0,0.0
2025-04-05 13:19:21,994.2934687231085,42.48181632935531,1.497566790021182,9.90241806640625,-0.32082302246093747,-0.13646949462890623,-0.008526799633587786,0.003730474839694657,-0.009059724610687023,-36.0,12.75,-23.7,0.0,0.0,0.0
2025-04-05 13:19:24,994.2947163996411,42.479578694020674,1.4869816273031489,9.888052856445311,-0.2059013427734375,-0.143652099609375,-0.018652374198473286,-0.0053292497709923675,-0.014655436870229008,-36.3,12.9,-23.55,0.0,0.0,0.0
2025-04-05 13:19:25,994.3041021620281,42.47062815268208,1.4073541041726112,9.852139831542969,-0.3902548706054687,-0.24181436767578124,-0.010658499541984735,0.008793262122137404,-0.008526799633587786,-37.949999999999996,11.549999999999999,-25.2,0.0,0.0,0.0
2025-04-05 13:19:26,994.3026354084591,42.471467265932574,1.4197978005226375,9.911994873046874,-0.34715924072265625,-0.1388636962890625,-0.011724349496183208,0.0061286372366412215,-0.00799387465648855,-37.199999999999996,12.299999999999999,-24.45,0.0,0.0,0.0
2025-04-05 13:19:27,994.3244688169393,42.47566283218504,1.2345682854052953,10.493785876464843,2.559401574707031,0.48123453369140623,0.04822971042748092,-0.05995405992366413,-0.015188361847328247,-36.3,11.4,-25.349999999999998,0.0,0.0,0.0
2025-04-05 13:19:28,992.3166918917283,42.46811081293062,18.281866881213904,30.660146459960934,2.916137622070312,0.3232172241210937,3.2860154087938938,-0.8406891513740459,-0.2976385997099237,-41.1,-11.4,-34.05,0.0,0.0,0.0
2025-04-05 13:19:29,987.2487036106625,42.45104884350394,61.436854638755584,8.48505068359375,2.4253262817382812,2.1547814941406247,2.8729985515419854,-0.05062787282442748,-0.15614701829007635,-40.949999999999996,-18.15,-13.5,0.0,0.0,0.0
2025-04-05 13:19:30,983.6638641217504,42.439301257997045,92.07096169966336,-1.7860744384765623,-1.675941162109375,0.5339069702148437,0.7996539281374047,0.11084839523664124,0.31975498625954196,-41.1,-8.25,-18.75,0.0,0.0,0.0
2025-04-05 13:19:31,980.9584495598298,42.45188795675443,115.24988652640249,-0.6943184814453125,0.22266075439453123,-0.09816226806640624,0.4338009313587787,-0.13669525662595422,0.30030322459541986,-41.699999999999996,-15.75,-20.099999999999998,0.0,0.0,0.0
2025-04-05 13:19:32,979.4065837004939,42.47314549243356,128.56903165641296,-0.2154781494140625,-0.25139117431640623,-0.02633621826171875,0.3932986330992367,0.0639509972519084,0.1337641692519084,-40.05,-25.2,-16.95,0.0,0.0,0.0
2025-04-05 13:19:33,978.9875039965129,42.468390517347444,132.1687826925344,0.0430956298828125,-0.316034619140625,-0.16280571289062498,0.04290046065648855,0.49801839109923673,0.7381010932824428,-24.45,-44.85,-2.85,0.0,0.0,0.0
2025-04-05 13:19:34,979.7703886225727,42.46922963059794,125.44508320380359,-0.49799394531249996,-0.13168109130859373,0.9313444458007812,-0.5246646399541985,-0.4687075173587787,-0.058088822503816806,18.15,-56.4,1.05,0.0,0.0,0.0
2025-04-05 13:19:35,980.8720302641956,48.87306225393701,115.99114565472566,12.856862915039061,-6.976703637695312,11.4538607421875,1.725877538335878,2.447191494839695,-0.6259203856030535,-24.3,-45.3,-38.85,0.0,0.0,0.0
2025-04-05 13:19:36,981.4905274865358,48.34805706354577,110.68716738302547,7.948749511718749,-0.5817910034179687,-2.2577321655273437,2.0181868882748093,3.7419327267022906,1.3171240809007634,-31.049999999999997,-29.099999999999998,-48.75,0.0,0.0,0.0
2025-04-05 13:19:37,982.1168625181057,47.832282118909944,105.31873254769033,8.86812294921875,4.4196962646484375,-0.2154781494140625,-0.49109036639694664,-2.5796233516488556,-1.0815712410229008,-15.75,16.8,-50.25,0.0,0.0,0.0
2025-04-05 13:19:38,982.7358005336717,47.87675512118602,100.01642147431892,10.996568225097656,-3.066972326660156,-1.8124106567382812,-6.1334335614351145,1.219065885114504,0.10418683302290078,-32.55,-14.399999999999999,-47.699999999999996,0.0,0.0,0.0
2025-04-05 13:19:39,983.4736742605425,48.10639244740403,93.69874545286598,11.520898388671874,-0.055066638183593745,-3.402160559082031,-2.7632160062595426,0.2824502378625955,2.435200682854962,-15.45,-27.9,-63.0,0.0,0.0,0.0
2025-04-05 13:19:40,984.1275636178677,48.366517555056596,88.10335051934206,9.469067565917967,0.15322890625,-3.19865341796875,-2.832762715770993,1.4522205625954199,1.2904778320458017,-39.6,-16.8,-22.05,0.0,0.0,0.0
2025-04-05 13:19:41,984.7727399680329,48.56734532634104,82.58546326345,9.193734375,-0.8547299926757812,-2.3678654418945313,-3.5229005611145046,1.2912772195114506,2.4325360579694655,-20.4,-9.6,-63.599999999999994,0.0,0.0,0.0
2025-04-05 13:19:43,985.6749674466456,48.92732491080217,74.87404637104254,11.432312927246093,0.11252747802734374,-2.29843359375,-1.983546764763359,0.650701397038168,1.7120214889312977,-15.899999999999999,-13.049999999999999,-63.15,0.0,0.0,0.0
2025-04-05 13:19:44,986.4330603815212,49.17738065944882,68.39897745020131,10.216058483886718,0.5506663818359374,-2.3032219970703123,-0.49935070354198474,1.196683036076336,3.231124136152672,-36.6,-38.4,-24.9,0.0,0.0,0.0
2025-04-05 13:19:45,987.068831900481,49.37093611589567,62.971793332431496,9.289502441406249,-0.023942016601562498,-2.0973206542968748,-6.456119635068703,0.134030631740458,1.1447228508091605,-30.299999999999997,11.4,-38.85,0.0,0.0,0.0
2025-04-05 13:19:46,987.6372257219243,49.52645177165354,58.12216637801446,6.797138513183594,4.515464331054687,-1.1133037719726562,-0.8409556138625955,-3.27429105929771,1.1732343370839695,-20.099999999999998,5.7,-57.3,0.0,0.0,0.0
2025-04-05 13:19:47,988.1886461339318,49.67777186115896,53.41951845493656,8.664615808105468,-0.74699091796875,-3.1364041748046874,-1.969424252870229,3.7078255281679393,0.983779507725191,-38.25,-11.1,-41.55,0.0,0.0,0.0
2025-04-05 13:19:48,988.7872040136627,49.753851462536915,48.317275069769586,8.645462194824217,0.04548983154296875,0.055066638183593745,-2.624389049725191,-2.3517979239389315,2.1087841343816796,-20.849999999999998,-5.7,-61.05,0.0,0.0,0.0
2025-04-05 13:19:49,989.3605528671169,49.87356495294045,43.4322637129511,6.528987927246093,-3.507505432128906,-1.6017209106445311,0.25660337647328246,2.7797366805496186,1.8431210332977102,-40.35,-24.15,-25.349999999999998,0.0,0.0,0.0
2025-04-05 13:19:50,990.0179492316718,49.902933916707674,37.833976034812174,8.267178332519531,-1.8315642700195311,-1.2761094848632812,-0.42260950683969467,0.944609521908397,1.5793231696335879,-13.5,-34.199999999999996,-59.699999999999996,0.0,0.0,0.0
2025-04-05 13:19:51,990.7950924015748,49.97649617833415,31.219823763256084,9.732429748535155,-2.959233251953125,-6.114791040039062,-2.423209870870229,1.9888760145343514,1.6081011183969467,-32.55,-10.95,-48.3,0.0,0.0,0.0
2025-04-05 13:19:52,991.5709725542699,50.045023760457674,24.620609952335087,9.926360083007811,-1.2761094848632812,1.3862427612304686,-2.9643951851145043,-0.5675651006106871,-0.005862174748091604,-27.3,8.7,-49.5,0.0,0.0,0.0
2025-04-05 13:19:53,992.1802467843075,50.122781588336615,19.441385475969998,11.40837091064453,-4.261678955078125,-5.511452221679687,0.9653935960152672,4.148288021740458,0.5840857749007634,-23.849999999999998,-27.75,-57.3,0.0,0.0,0.0
2025-04-05 13:19:54,992.8670034241061,50.12390040600393,13.60659684222593,9.957484704589843,3.0406361083984375,-2.1930887207031247,-5.840591286519085,-0.7279755187175573,0.542517626687023,-33.15,-21.9,-47.1,0.0,0.0,0.0
2025-04-05 13:19:55,993.6199239356653,50.14599705493357,7.213423990732385,10.797849487304687,1.5945383056640625,-0.7302315063476562,0.2235620278931298,0.4199448819541985,1.0770413787175575,-10.35,8.4,-61.349999999999994,0.0,0.0,0.0
2025-04-05 13:19:56,994.3129868971816,50.25396295983022,1.3319777882432582,10.723629235839843,-1.7262193969726563,-1.5849614990234373,0.2997702996183207,0.21823277812213743,-0.334410423129771,-25.95,-32.85,-48.6,0.0,0.0,0.0
2025-04-05 13:19:57,994.9659241233073,50.25620059516486,-4.205918912404012,11.85608662109375,-2.7461493041992187,-3.2800562744140622,-3.527163960931298,1.6675222533435117,0.2909770374961832,-39.75,-16.95,-23.7,0.0,0.0,0.0
2025-04-05 13:19:58,995.4558375182766,50.233264832984744,-8.359194626596418,-0.5410895751953124,6.833051538085937,-7.141903552246093,-0.07727412167938932,0.016254211801526718,-0.011457887007633588,-11.85,0.75,-48.9,0.0,0.0,0.0
2025-04-05 13:19:59,995.465526270425,50.0679595226378,-8.441315022456788,-0.2753331909179687,6.617573388671874,-7.697358337402343,0.014122511893129772,-0.009326187099236643,-0.008260337145038169,-10.5,0.8999999999999999,-46.199999999999996,0.0,0.0,0.0
2025-04-05 13:20:00,995.4465587283105,49.985167015255904,-8.280548401422807,-0.3758896606445312,6.358999609374999,-7.429207751464843,-0.018918836687022902,-0.0005329249770992366,-0.00985911207633588,-10.2,0.15,-46.949999999999996,0.0,0.0,0.0
2025-04-05 13:20:01,995.4354452915497,49.90657007412648,-8.186351086691632,-0.37828386230468747,6.344634399414062,-7.340622290039062,-0.012257274473282443,0.0010658499541984733,-0.012523736961832063,-10.35,0.75,-47.4,0.0,0.0,0.0
2025-04-05 13:20:02,995.4215385709555,49.825455793245574,-8.068476742751717,-0.3327940307617187,6.4284314575195305,-7.352593298339843,-0.021583461572519086,0.003996937328244275,-0.010392037053435116,-10.799999999999999,1.7999999999999998,-47.1,0.0,0.0,0.0
2025-04-05 13:20:03,995.4108523967875,49.7546905757874,-7.977899071340985,-0.37828386230468747,6.414066247558593,-7.319074475097656,-0.018119449221374047,0.0021316999083969466,-0.0130566619389313,-11.7,-0.8999999999999999,-47.699999999999996,0.0,0.0,0.0
2025-04-05 13:20:04,995.4033374724926,49.696512057086615,-7.914200934684534,-0.35194764404296874,6.356605407714843,-7.254431030273437,-0.014921899358778627,0.008793262122137404,-0.005862174748091604,-11.1,2.25,-45.6,0.0,0.0,0.0
2025-04-05 13:20:05,995.3859586961803,49.63917265163632,-7.766893146453149,-0.36391865234375,6.452373474121093,-7.319074475097656,-0.025047473923664125,0.0005329249770992366,-0.009326187099236643,-11.1,2.6999999999999997,-46.8,0.0,0.0,0.0
2025-04-05 13:20:06,995.3812536014957,49.596377875861215,-7.727010976133107,-0.32082302246093747,6.562506750488281,-7.189787585449218,-0.018119449221374047,-0.0013323124427480919,-0.008793262122137404,-9.45,2.1,-46.5,0.0,0.0,0.0
2025-04-05 13:20:07,995.3738317677047,49.53624142624262,-7.6641003825740235,-0.36152445068359373,6.524199523925781,-7.156268762207031,-0.014921899358778627,0.0002664624885496183,-0.016520674290076337,-10.95,2.1,-44.699999999999996,0.0,0.0,0.0
2025-04-05 13:20:08,995.3684584755714,49.49428576371801,-7.618553855093648,-0.34237083740234375,6.574477758789062,-7.1586629638671875,-0.02131699908396947,-0.0034640123511450386,-0.007460949679389314,-11.1,3.0,-44.85,0.0,0.0,0.0
2025-04-05 13:20:09,995.3426676977609,49.46491679995079,-7.399936435650407,-0.39264907226562495,6.548141540527343,-7.175422375488281,-0.015188361847328247,0.0034640123511450386,-0.011990811984732825,-10.35,1.5,-45.6,0.0,0.0,0.0
2025-04-05 13:20:10,995.3268008176502,49.427436408095474,-7.265437383867663,-0.3591302490234375,6.5768719604492185,-7.151480358886718,-0.011457887007633588,-0.0005329249770992366,-0.011990811984732825,-9.0,2.1,-45.15,0.0,0.0,0.0